"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
3.758547500E-1;-9.816227108E-2;6.943184882E-2;9.486125946E0;9.486887903E0
3.778524580E-1;-9.576806426E-2;6.943184882E-2;9.483732224E0;9.484469895E0
3.798501660E-1;-9.097966552E-2;7.182604820E-2;9.481337547E0;9.482046085E0
3.818478750E-1;-8.619125932E-2;7.422025502E-2;9.474155426E0;9.474838184E0
3.838455830E-1;-8.858546615E-2;7.422025502E-2;9.459790230E0;9.460496140E0
3.858432910E-1;-9.337386489E-2;7.422025502E-2;9.457395554E0;9.458147704E0
3.878410000E-1;-9.576806426E-2;7.661445439E-2;9.466972351E0;9.467766727E0
3.898387080E-1;-1.005564705E-1;7.422025502E-2;9.469367027E0;9.470191769E0
3.918364160E-1;-1.077390760E-1;6.943184882E-2;9.471760750E0;9.472627945E0
3.938341250E-1;-1.125274822E-1;6.703764945E-2;9.474155426E0;9.475060819E0
3.958318330E-1;-1.077390760E-1;7.422025502E-2;9.471760750E0;9.472664253E0
3.978295410E-1;-1.053448766E-1;7.422025502E-2;9.474155426E0;9.475031780E0
3.998272500E-1;-1.053448766E-1;6.703764945E-2;9.483732224E0;9.484554205E0
4.018249580E-1;-1.077390760E-1;6.703764945E-2;9.483732224E0;9.484581100E0
4.038226660E-1;-1.077390760E-1;7.422025502E-2;9.483732224E0;9.484634587E0
4.058203750E-1;-1.029506698E-1;7.900865376E-2;9.488520622E0;9.489408032E0
4.078180830E-1;-9.816227108E-2;7.661445439E-2;9.488520622E0;9.489337659E0
4.098157910E-1;-9.816227108E-2;7.422025502E-2;9.488520622E0;9.489318631E0
4.118135000E-1;-9.576806426E-2;7.422025502E-2;9.498097420E0;9.498870184E0
4.138112080E-1;-9.337386489E-2;7.661445439E-2;9.500492096E0;9.501259838E0
4.158089160E-1;-9.097966552E-2;7.900865376E-2;9.500492096E0;9.501256219E0
4.178066250E-1;-9.576806426E-2;8.619125932E-2;9.498097420E0;9.498971263E0
4.198043330E-1;-1.053448766E-1;8.140286058E-2;9.493309021E0;9.494242473E0
4.218020410E-1;-1.077390760E-1;6.943184882E-2;9.490914345E0;9.491779790E0
4.237997500E-1;-1.053448766E-1;6.224924326E-2;9.493309021E0;9.494097571E0
4.257974580E-1;-1.005564705E-1;6.464344263E-2;9.495702744E0;9.496455179E0
4.277951660E-1;-9.576806426E-2;6.943184882E-2;9.490914345E0;9.491651458E0
4.297928750E-1;-9.576806426E-2;7.422025502E-2;9.481337547E0;9.482111677E0
4.317905830E-1;-9.097966552E-2;6.943184882E-2;9.471760750E0;9.472452153E0
4.337882910E-1;-8.858546615E-2;6.943184882E-2;9.464578629E0;9.465247846E0
4.357860000E-1;-8.858546615E-2;7.422025502E-2;9.459790230E0;9.460496140E0
4.377837600E-1;-9.097966552E-2;6.943184882E-2;9.464578629E0;9.465270556E0
4.397815730E-1;-8.858546615E-2;6.464344263E-2;9.459790230E0;9.460425855E0
4.417793850E-1;-9.097966552E-2;6.703764945E-2;9.447818756E0;9.448494621E0
4.437771980E-1;-1.005564705E-1;7.422025502E-2;9.459790230E0;9.460615807E0
4.457750100E-1;-1.029506698E-1;7.900865376E-2;9.476549149E0;9.477437680E0
4.477728230E-1;-9.816227108E-2;7.661445439E-2;9.483732224E0;9.484549673E0
4.497706350E-1;-9.576806426E-2;6.703764945E-2;9.488520622E0;9.489240706E0
4.517684480E-1;-9.576806426E-2;6.464344263E-2;9.490914345E0;9.491617639E0
4.537662600E-1;-9.576806426E-2;6.703764945E-2;9.490914345E0;9.491634246E0
4.557640730E-1;-9.337386489E-2;6.943184882E-2;9.483732224E0;9.484446022E0
4.577618850E-1;-9.097966552E-2;6.943184882E-2;9.471760750E0;9.472452153E0
4.597596980E-1;-8.858546615E-2;6.464344263E-2;9.459790230E0;9.460425855E0
4.617575100E-1;-8.858546615E-2;6.224924326E-2;9.471760750E0;9.472379535E0
4.637553230E-1;-9.576806426E-2;6.464344263E-2;9.495702744E0;9.496405683E0
4.657531350E-1;-9.816227108E-2;6.943184882E-2;9.495702744E0;9.496463932E0
4.677509480E-1;-9.576806426E-2;6.943184882E-2;9.474155426E0;9.474893843E0
4.697487600E-1;-8.858546615E-2;6.224924326E-2;9.457395554E0;9.458015279E0
4.717465730E-1;-8.379705995E-2;6.464344263E-2;9.455001831E0;9.455594130E0
4.737443850E-1;-8.379705995E-2;6.943184882E-2;9.471760750E0;9.472385889E0
4.757421980E-1;-8.140286058E-2;7.422025502E-2;9.490914345E0;9.491553623E0
4.777400100E-1;-6.943184882E-2;7.422025502E-2;9.493309021E0;9.493853043E0
4.797378230E-1;-8.140286058E-2;6.943184882E-2;9.505280495E0;9.505882626E0
4.817356350E-1;-1.005564705E-1;6.943184882E-2;9.481337547E0;9.482124977E0
4.837334480E-1;-9.337386489E-2;7.182604820E-2;9.457395554E0;9.458129219E0
4.857312600E-1;-8.379705995E-2;6.943184882E-2;9.457395554E0;9.458021642E0
4.877290730E-1;-8.379705995E-2;6.943184882E-2;9.435848236E0;9.436475754E0
4.897268850E-1;-8.619125932E-2;6.943184882E-2;9.428665161E0;9.429314738E0
4.917246980E-1;-8.379705995E-2;7.422025502E-2;9.450213432E0;9.450876388E0
4.937225100E-1;-8.379705995E-2;7.661445439E-2;9.471760750E0;9.472441260E0
4.957203230E-1;-8.619125932E-2;7.661445439E-2;9.478943825E0;9.479645286E0
4.977181350E-1;-8.379705995E-2;7.422025502E-2;9.469367027E0;9.470028643E0
4.997159480E-1;-7.661445439E-2;6.943184882E-2;9.466972351E0;9.467536958E0
5.017137600E-1;-7.661445439E-2;7.422025502E-2;9.474155426E0;9.474755905E0
5.037115730E-1;-8.379705995E-2;7.661445439E-2;9.483732224E0;9.484411875E0
5.057093850E-1;-9.097966552E-2;6.703764945E-2;9.488520622E0;9.489193588E0
5.077071980E-1;-1.005564705E-1;5.746084079E-2;9.486125946E0;9.486832918E0
5.097050100E-1;-1.077390760E-1;5.746084079E-2;9.483732224E0;9.484518245E0
5.117028230E-1;-1.077390760E-1;6.224924326E-2;9.483732224E0;9.484548464E0
5.137006350E-1;-1.053448766E-1;6.703764945E-2;9.488520622E0;9.489342189E0
5.156984480E-1;-1.005564705E-1;6.703764945E-2;9.493309021E0;9.494078250E0
5.176962080E-1;-9.816227108E-2;6.703764945E-2;9.498097420E0;9.498841217E0
5.196939160E-1;-9.816227108E-2;6.943184882E-2;9.500492096E0;9.501252900E0
5.216916250E-1;-9.816227108E-2;6.943184882E-2;9.502885818E0;9.503646431E0
5.236893330E-1;-9.816227108E-2;5.985504389E-2;9.510068893E0;9.510763840E0
5.256870410E-1;-9.816227108E-2;5.267243832E-2;9.517251015E0;9.517902978E0
5.276847500E-1;-9.576806426E-2;5.746084079E-2;9.514857292E0;9.515512732E0
5.296824580E-1;-9.816227108E-2;6.224924326E-2;9.502885818E0;9.503596671E0
5.316801660E-1;-9.816227108E-2;6.224924326E-2;9.488520622E0;9.489232551E0
5.336778750E-1;-9.576806426E-2;5.746084079E-2;9.483732224E0;9.484389815E0
5.356755830E-1;-9.337386489E-2;5.746084079E-2;9.478943825E0;9.479577863E0
5.376732910E-1;-9.097966552E-2;6.224924326E-2;9.474155426E0;9.474796742E0
5.396710000E-1;-9.097966552E-2;6.703764945E-2;9.471760750E0;9.472434906E0
5.416687080E-1;-9.337386489E-2;6.703764945E-2;9.471760750E0;9.472458204E0
5.436664160E-1;-9.576806426E-2;6.464344263E-2;9.476549149E0;9.477253508E0
5.456641250E-1;-9.576806426E-2;6.703764945E-2;9.476549149E0;9.477270141E0
5.476618330E-1;-9.097966552E-2;6.943184882E-2;9.466972351E0;9.467664104E0
5.496595410E-1;-8.858546615E-2;6.703764945E-2;9.450213432E0;9.450866381E0
5.516572500E-1;-9.097966552E-2;6.943184882E-2;9.435848236E0;9.436542270E0
5.536549580E-1;-8.140286058E-2;6.943184882E-2;9.443030357E0;9.443636457E0
5.556526660E-1;-7.182604820E-2;7.422025502E-2;9.462183952E0;9.462747633E0
5.576503750E-1;-7.182604820E-2;7.900865376E-2;9.466972351E0;9.467574496E0
5.596480830E-1;-7.661445439E-2;7.661445439E-2;9.466972351E0;9.467592357E0
5.616457910E-1;-7.900865376E-2;7.661445439E-2;9.466972351E0;9.467612035E0
5.636435000E-1;-8.619125932E-2;7.422025502E-2;9.471760750E0;9.472443681E0
5.656412080E-1;-8.858546615E-2;6.943184882E-2;9.469367027E0;9.470035906E0
5.676389160E-1;-9.337386489E-2;6.703764945E-2;9.459790230E0;9.460488566E0
5.696366250E-1;-9.816227108E-2;6.943184882E-2;9.459790230E0;9.460554307E0
5.716343330E-1;-9.337386489E-2;7.182604820E-2;9.469367027E0;9.470099765E0
5.736320410E-1;-8.619125932E-2;7.900865376E-2;9.471760750E0;9.472482410E0
5.756297500E-1;-8.858546615E-2;7.900865376E-2;9.474155426E0;9.474898986E0
5.776274580E-1;-9.097966552E-2;6.943184882E-2;9.483732224E0;9.484422754E0
5.796251660E-1;-8.858546615E-2;5.985504389E-2;9.486125946E0;9.486728386E0
5.816228750E-1;-8.619125932E-2;6.224924326E-2;9.486125946E0;9.486721740E0
5.836205830E-1;-8.140286058E-2;6.464344263E-2;9.483732224E0;9.484301877E0
5.856182910E-1;-8.140286058E-2;7.182604820E-2;9.471760750E0;9.472382863E0
5.876160000E-1;-8.379705995E-2;7.661445439E-2;9.464578629E0;9.465259655E0
5.896137080E-1;-8.140286058E-2;7.661445439E-2;9.464578629E0;9.465238762E0
5.916114160E-1;-7.182604820E-2;7.422025502E-2;9.464578629E0;9.465142167E0
5.936091250E-1;-6.464344263E-2;6.943184882E-2;9.462183952E0;9.462659494E0
5.956068330E-1;-6.703764945E-2;6.464344263E-2;9.459790230E0;9.460248623E0
5.976045410E-1;-7.182604820E-2;6.224924326E-2;9.469367027E0;9.469844024E0
5.996022500E-1;-8.140286058E-2;6.224924326E-2;9.476549149E0;9.477103205E0
6.015999580E-1;-8.858546615E-2;6.224924326E-2;9.469367027E0;9.469985969E0
6.035976660E-1;-9.576806426E-2;6.703764945E-2;9.462183952E0;9.462906040E0
6.055953230E-1;-9.337386489E-2;7.422025502E-2;9.464578629E0;9.465330208E0
6.075929270E-1;-8.140286058E-2;6.943184882E-2;9.478943825E0;9.479547628E0
6.095904790E-1;-7.182604820E-2;6.464344263E-2;9.488520622E0;9.489012665E0
6.115879790E-1;-7.182604820E-2;6.464344263E-2;9.490914345E0;9.491406263E0
6.135854790E-1;-7.661445439E-2;6.943184882E-2;9.488520622E0;9.489083947E0
6.155829790E-1;-7.661445439E-2;6.943184882E-2;9.478943825E0;9.479507719E0
6.175804790E-1;-7.900865376E-2;6.464344263E-2;9.478943825E0;9.479493508E0
6.195779790E-1;-7.661445439E-2;6.224924326E-2;9.490914345E0;9.491427703E0
6.215754790E-1;-7.661445439E-2;6.224924326E-2;9.495702744E0;9.496215843E0
6.235729790E-1;-7.900865376E-2;6.464344263E-2;9.500492096E0;9.501040533E0
6.255704790E-1;-8.140286058E-2;6.943184882E-2;9.500492096E0;9.501094530E0
6.275679790E-1;-8.379705995E-2;6.943184882E-2;9.502885818E0;9.503508910E0
6.295654790E-1;-8.619125932E-2;7.182604820E-2;9.495702744E0;9.496365542E0
6.315629790E-1;-9.337386489E-2;7.661445439E-2;9.483732224E0;9.484501323E0
6.335604790E-1;-1.005564705E-1;8.140286058E-2;9.476549149E0;9.477432236E0
6.355579790E-1;-1.053448766E-1;9.816227108E-2;9.478943825E0;9.480037416E0
6.375554790E-1;-1.484405100E-1;2.370259613E-1;9.483732224E0;9.487855015E0
