"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.483041458E0;-2.727328491E-1;4.523593140E-1;9.813891907E0;9.828096790E0
1.493020458E0;-4.599934387E-1;7.747888184E-1;9.775721283E0;9.817159379E0
1.502999458E0;-4.778063965E-1;1.272204437E0;9.816586304E0;9.910205333E0
1.512978458E0;5.418731689E-2;1.057550812E0;9.706116028E0;9.763710275E0
1.522957458E0;1.724414062E-1;9.659413147E-1;9.786648560E0;9.835713939E0
1.532936458E0;2.980302429E-1;1.386865997E0;9.733658752E0;9.836479656E0
1.542915458E0;5.635780334E-1;9.433383179E-1;9.778265991E0;9.839816725E0
1.552894458E0;4.842430115E-1;4.845423889E-1;9.791438599E0;9.815372762E0
1.562873458E0;3.638932800E-1;6.572831726E-1;9.836943970E0;9.865592033E0
1.572852458E0;3.448828125E-1;5.560935974E-1;9.803413696E0;9.825227954E0
1.582831458E0;2.035766602E-2;1.080752563E-1;9.789792023E0;9.790409723E0
1.592811458E0;-9.699829102E-2;8.472381592E-2;9.780361633E0;9.781209561E0
1.602790458E0;-2.707868958E-1;6.586303711E-2;9.816286926E0;9.820241978E0
1.612769458E0;3.832031250E-2;2.942880249E-1;9.711953888E0;9.716487133E0
1.622748458E0;6.451583862E-2;5.649252319E-1;9.777816925E0;9.794335436E0
1.632727458E0;-4.739144897E-1;6.104306030E-1;9.821526031E0;9.851882767E0
1.642706458E0;-5.258564758E-1;4.827461243E-1;9.785151672E0;9.811154983E0
1.652685458E0;-5.390290833E-1;1.582209778E-1;9.776619415E0;9.792745959E0
1.662664458E0;-4.411326599E-1;8.652008057E-2;9.796977081E0;9.807285235E0
1.672643458E0;1.320254517E-1;4.303550720E-1;9.790390778E0;9.800734043E0
1.682622458E0;5.755531311E-1;3.617976379E-1;9.731563110E0;9.755279571E0
1.692601458E0;4.016148376E-1;1.272354126E-1;9.791887665E0;9.800946249E0
1.702580458E0;-2.999761963E-1;1.115180969E-1;9.847272491E0;9.852471645E0
1.712560458E0;-1.513352966E-1;2.516267395E-1;9.741143188E0;9.745567660E0
1.722539458E0;3.341052246E-1;-6.017486572E-2;9.732910309E0;9.738829005E0
1.732518458E0;2.653981018E-1;-4.468208313E-1;9.822274475E0;9.836013464E0
1.742497458E0;4.969665527E-2;-2.451901245E-1;9.781409454E0;9.784608263E0
1.752476458E0;5.325924683E-1;-2.903961182E-1;9.821226654E0;9.839942969E0
1.762455458E0;1.126108246E0;-3.159928894E-1;9.812245331E0;9.881706822E0
1.772434458E0;1.193019104E0;-1.528321838E-1;9.787097626E0;9.860726758E0
1.782413458E0;8.470884705E-1;7.050338745E-2;9.811347198E0;9.848099484E0
1.792392458E0;2.432441711E-1;5.650749207E-1;9.742191010E0;9.761596338E0
1.802371458E0;-4.625381470E-2;3.758683777E-1;9.821825409E0;9.829123604E0
1.812350458E0;1.516346741E-1;-4.147874451E-1;9.742789764E0;9.752794168E0
1.822329458E0;-1.134640503E-1;-5.569917297E-1;9.804012451E0;9.820477281E0
1.832309458E0;-5.611830139E-1;-4.888833618E-1;9.848320312E0;9.876403510E0
1.842288458E0;-4.574487305E-1;-4.489164734E-1;9.735305328E0;9.756380229E0
1.852267458E0;3.285667419E-1;-7.141648865E-1;9.757459259E0;9.789075481E0
1.862246458E0;5.885760498E-1;-8.803193665E-1;9.794132996E0;9.851214397E0
1.872225458E0;-5.471122742E-1;-6.047424316E-2;9.806856537E0;9.822292202E0
1.882204458E0;-9.641450500E-1;6.637197876E-1;9.797725525E0;9.867397078E0
1.892183458E0;-2.380050659E-1;-2.097138977E-1;9.842781830E0;9.847892185E0
1.902162458E0;3.867956543E-1;-3.254232788E-1;9.735155640E0;9.748269924E0
1.912141458E0;4.361929321E-1;6.945556641E-2;9.796078949E0;9.806031365E0
1.922120458E0;8.343649292E-1;4.890330505E-1;9.872120819E0;9.919379397E0
1.932099458E0;1.359622650E0;5.903723145E-1;9.666149139E0;9.779138633E0
1.942078458E0;1.265318756E0;-4.261637878E-1;9.769134979E0;9.859951591E0
1.952058458E0;-2.191442871E-1;-9.693841553E-1;9.843530273E0;9.893574587E0
1.962037458E0;-2.398911438E0;1.131646729E-1;9.835896149E0;1.012484249E1
1.972016458E0;-2.047292633E0;4.110452271E-1;9.811945953E0;1.003168225E1
1.981995458E0;1.333726501E-1;-4.861889648E-1;9.780810699E0;9.793795276E0
1.991974458E0;1.570234680E0;-3.091072083E-1;9.830956421E0;9.960365875E0
2.001953458E0;1.631008301E0;6.327342224E-1;9.781858521E0;9.937066810E0
2.011932458E0;1.739682312E0;1.119521942E0;9.724677429E0;9.942292242E0
2.021911458E0;1.726210327E0;-3.564088440E-1;9.802515564E0;9.959725937E0
2.031890458E0;1.103804626E0;-1.526675262E0;9.767488403E0;9.947509825E0
2.041869458E0;-8.364605713E-1;-3.680845642E-1;9.858798523E0;9.901063622E0
2.051848458E0;-1.868115234E0;1.013242950E0;9.719737701E0;9.949362632E0
2.061827458E0;-9.418414307E-1;1.027164001E0;9.737251282E0;9.836472624E0
